007 PRECIOUS METALS INC	00000#N/A
ARATANA THERAPEUTICS	001351305
ARAWAK ENERGY LTD	001599543
ARBOR PROPERTY TRUST	000912025
ARC RESOURCES LTD	001562528
ARC RESOURCES LTD  -OLD	001562528
ARC WIRELESS SOLUTIONS INC	000826326
ARCADIA BIOSCIENCES INC	001281306
ARCELORMITTAL	001243429
ARCH CAPITAL GROUP LTD	001364749
ARCH PETROLEUM INC	000722144
ARCH THERAPEUTICS INC	001540828
ARCHER RESOURCES LTD	001450856
ARCHITEL SYSTEMS CORP	001065120
ARCHIVE CORP	001048349
ARCHSTONE INC  -OLD	001476782
ARCHSTONE INC-REDH	001476782
ARCSIGHT INC	001368582
ARDELYX INC	001196482
ARDEN REALTY INC	001013794
ARDENT SOFTWARE INC	000885474
AREL COMMUNICATIONS & SFTWR	001361808
AREMISSOFT CORP/DE	000927040
ARENA RESOURCES INC	001123871
ARES MANAGEMENT LP	001176948
ARETE INDUSTRIES INC	000820901
ARGENT BANK/LA	001271191
ARGENT CAPITAL CORP	000892833
ARGENT ENERGY TRUST	001542211
ARGENTARIA CAJA POST BANC HP	001091294
ARGO GROUP INTL HOLDINGS LTD	001091748
ARI HOLDINGS INC	000792126
ARI NETWORK SERVICES INC	001320174
ARIAD PHARMACEUTICALS INC	000884731
ARIBA INC	001084755
ARIES VENTURES INC	000772320
ARIL GROUP INC	001197391
ARIMETCO INTL INC	001445585
ARIS CORP/WA	001037186
ARISTA NETWORKS INC	000799902
ARIUS RESEARCH INC	001305764
ARIX CORP	000838445
ARIZONA INSTRUMENT CORP	000724904
ARIZONA PUBLIC SERVICE CO	000007286
ARK RESTAURANTS CORP	000779544
ARKANSAS ELECTRIC COOP CORP	000007302
ARKLA EXPLORATION CO	001619066
ARLEN CORP	000007346
ARLINGTON ASSET INVESTMENT	001344630
ARLINGTON REALTY INVESTORS	000085942
ARM FINANCIAL GROUP INC-CL A	000910562
ARMADA HOFFLER PROPERTIES	001236744
ARMCO INC	000007383
ARMO BIOSCIENCES INC -REDH	001356067
ARMSTRONG PHARMACEUTICALS	001204373
ARONEX PHARMACEUTICALS INC	000854691
AROWANA INC	001306673
AROWAY ENERGY INC	001306673
ARPETROL LTD	001441741
ARRIS INTERNATIONAL PLC	001560092
ARROW FINANCIAL CORP	000717538
ARROW INTERNATIONAL INC	000886046
ARROWHEAD PHARMACEUTICALS	001408022
ARSANIS INC -REDH	001529729
ART TECHNOLOGY GROUP INC	001086195
ARTECON INC	001128500
ARTEL COMMUNICATIONS CORP	001320625
ARTEMIS INTL SOLUTIONS CORP	001099674
ARTERIAL VASCULAR ENGR INC	001007047
ARTHROCARE CORP	001005010
ARTIFICIAL LIFE INC	001070361
ARTIO GLOBAL INVESTORS INC	000887210
ARTISAN COMPONENTS INC	001048982
ARTISAN ENERGY CORP	000000000
ARTISAN PARTNERS ASSET MGMT	001517302
ARTISTDIRECT INC	001095079
ASA GOLD AND PRECIOUS METALS	001230869
ASA HOLDINGS INC	001023944
ASA INTERNATIONAL LTD	000793961
ASANTE TECHNOLOGIES INC	000913598
ASAT HOLDINGS LTD  -ADR	001102384
ASBESTOS CORP LTD	000070174
ASCEND COMMUNICATIONS INC	000921146
ASCENDIS PHARMA AS -ADR	001495731
ASCENT ENERGY INC -REDH	001132415
ASCENT ENTERTAINMENT GROUP	001132415
ASCENT PEDIATRICS INC	001019731
ASCENTIAL SOFTWARE CORP	000799089
ASHFORD HOSPITALITY PRME INC	001574085
ASHFORD.COM INC	001590171
ASHTON-TATE CO	001100579
ASIA EQUITY EXCHANGE GP -OLD	001445877
ASIA EQUITY EXCHANGE GRP INC	001445877
ASIA GLOBAL CROSSING LTD	001113836
ASIACONTENT.COM LTD  -CL A	001091212
ASIAINFO-LINKAGE INC	001100969
ASIAN TELEVISION NETWRK INTL	001046883
ASK GROUP INC	000354797
ASK JEEVES INC	001054298
ASM INTERNATIONAL NV	000351483
ASML HOLDING NV	000937966
ASPECT COMMUNICATIONS CORP	000779390
ASPECT DEVELOPMENT INC	001013334
ASPECT MEDICAL SYSTEMS INC	000886235
ASPEN BANCSHARES INC	000868453
ASPEN EXPLORATION CORP -OLD	000319458
ASPEN GROUP RESOURCES CORP	001023947
ASPEN TECHNOLOGY INC	000356942
ASPYRA INC	000712815
ASR INVESTMENTS CORP	000712815
ASSOCIATED BANC-CORP	000007789
ASSOCIATED CAPITAL GROUP INC	000928775
ASSOCIATED COMMUN  -CL A	001420762
ASSOCIATED ESTATES RLTY CORP	000911635
ASSOCIATED GROUP INC  -CL A	000931183
ASSOCIATED MORTGAGE INVESTOR	000829796
ASSOCIATES CORP NORTH AMER	001137606
ASSOCIATES FIRST CAP -CL A	001103055
ASSURE ENERGY INC	001136609
ASSURED GUARANTY MUNI HLDGS	001273813
AST RESEARCH INC	001500535
ASTAWARE TECHNOLOGIES INC	001361359
ASTEA INTERNATIONAL INC	000945989
ASTERIAS BIOTHERAPEUTICS INC	001429837
ASTRA AB	001440023
ASTRAZENECA PLC	000901832
ASTROCOM CORP	000215155
ASTRONOVA INC	000008063
ASTROPOWER INC	000885672
ASTROSYSTEMS INC	000008065
ASURE SOFTWARE INC	000884144
ASYST TECHNOLOGIES INC	000909326
AT COMM CORP	000782995
AT HOME CORP	001020620
AT PLASTICS INC	001011694
AT ROAD INC	001109537
AT&E CORP	001093554
AT&T CORP	000005907
AT&T INC	001253613
AT&T LATIN AMERICA CORP	001113527
ATALANTA SOSNOFF CAPITAL CP	000700529
ATARA BIOTHERAPEUTICS INC	001462533
ATARI INC	001002607
ATC II INC	001394505
ATHENA NEUROSCIENCES INC	001324035
ATHENAHEALTH INC	001131096
ATHENEX INC	001051717
ATHEROGENICS INC	001107601
ATHEY PRODUCTS CORP	000008109
ATHLON ENERGY INC	001413418
ATHLONE INDS	001363276
ATI NETWORKS INC	000737276
ATI TECHNOLOGIES INC	001065331
ATL PRODUCTS INC	001027781
ATL ULTRASOUND INC	000806086
ATLANTIC ALLIANCE PARTNERSHP	001457084
ATLANTIC CITY ELECTRIC CO	000008192
ATLANTIC CMNTY BANCORP INC	001228786
ATLANTIC DATA SERVICES INC	001052773
ATLANTIC ENERGY INC	000806393
ATLANTIC GROUP INC	001558923
ATLANTIC INDUSTRIES INC	001202707
ATLANTIC RESTAURANT VENTURES	001424864
ATLANTIC RICHFIELD CO	001530081
ATLANTICUS HOLDINGS CORP	001464343
ATLAS CONS MINING & DEV CORP	001471577
ATLAS ENERGY LTD	001445514
ATLASSIAN CORP PLC	001542400
ATMEL CORP	000872448
ATN INTERNATIONAL INC	001127062
ATOMERA INC	001332312
ATP OIL & GAS CORP	001123647
ATPLAN INC	001123647
ATRIA SOFTWARE INC	001393685
ATRINSIC INC -OLD	001323885
ATRION CORP	000701288
ATRIX LABORATORIES INC	000809875
ATS CORP	001325460
ATTUNITY LTD	000893821
ATYR PHARMA INC	001339970
AUBERGES DES GOUVERNEURS INC	001454812
AUBURN NATIONAL BANCORP	001416297
AUCTION-SALES.COM INC	001091656
AUDENTES THERAPEUTICS INC	001217301
AUDEO ONCOLOGY INC -REDH	001217301
AUDIO KING CORP	000814611
AUDIOCODES LTD	001086434
AUDIOEYE INC	001362190
AUDIOHIGHWAY.COM	001072293
AUDRE RECOGNITION SYS INC	000855836
AUDREY RESOURCES INC	001500758
AUR RESOURCES INC	001465806
AUREAL INC	000892433
AURIS MEDICAL HOLDING AG	001601936
AURORA BIOSCIENCES CORP	001010919
AURORA CANNABIS INC	001329431
AURORA OIL & GAS CORP	000933157
AURORA SPINE CORP	001598103
AURUM SOFTWARE INC	000887784
AUSPEX PHARMACEUTICALS INC	001522629
AUSPEX SYSTEMS INC	000860749
AUSTINS INTL INC	000877406
AUSTRALIAN OIL & GAS CORP	001401087
AUTHENTIC SPECIALTY FOOD INC	001471411
AUTHENTIDATE HOLDING -OLD	001372466
AUTHORISZOR INC	000850083
AUTHORIZED DISTRIBUTN NETWRK	001017172
AUTO DATA NETWORK INC	001029762
AUTO GRAPHICS INC	000008598
AUTO-TROL TECHNOLOGY CORP	001535676
AUTODESK INC	000769397
AUTOHOME INC  -ADR	001373403
AUTOIMMUNE INC	000879106
AUTOINFO INC	000351017
AUTOMEDIX SCIENCES	001386443
AUTOMOTIVE PROPERTIES REIT	001053736
AUTONAVI HLDG LTD	001159803
AUTONOMOUS TECHNOLOGIES CORP	000899381
AUTONOMY CORP PLC	001353385
AUTOTRADECENTER INC	001202375
AUTOTRADER GROUP INC-REDH	001111103
AUTOTROL CORP	001551437
AUTOWEB INC	001077009
AUTOWEB.COM INC	001617755
AV THERAPEUTICS INC	001537084
AVADEL PHARMACEUTICALS -ADR	001158264
AVADO BRANDS INC	000849101
AVALON CORP	000022229
AVALON DIGITAL MARKETING SYS	001346287
AVALON OIL AND GAS INC	000918573
AVALON PROPERTIES INC	000911536
AVALONBAY COMMUNITIES INC	000915912
AVANEX CORP	001056794
AVANGRID INC	001500790
AVANI INTL GROUP INC	001048701
AVANIR PHARMACEUTICALS INC	001048701
AVANT CORP	000943892
AVANTEK INC	001288931
AVANTGO INC	001110700
AVAST SOFTWARE NV  -REDH	001537133
AVATECH SOLUTIONS INC-OLD	001045682
AVATEX CORP	000716644
AVAYA INC	001116521
AVCO FINANCIAL SERVICES INC	000008795
AVECOR CARDIOVASCULAR INC	000883982
AVEMCO CORP	000008802
AVENTIS SA	000807198
AVENUE FINANCIAL HOLDINGS	001498522
AVENUE THERAPEUTICS INC	001491948
AVERT INC	000920909
AVEXIS INC	001363828
AVG TECHNOLOGIES NV	001528903
AVIAT NETWORKS INC	001475464
AVID OIL & GAS LTD	001426403
AVID TECHNOLOGY INC	000896841
AVIDYN INC	000897546
AVINCI MEDIA CORP	000842695
AVINGER INC	001506928
AVISTA HEALTHCARE PUBLIC ACQ	000104918
AVISTAR COMMUNICATIONS CORP	001111632
AVIVA PETE INC  -DEP	001510183
AVIVA PLC	001445956
AVIVAGEN INC	001302782
AVIX TECHNOLOGIES INC -OLD	001094563
AVOCENT CORP	001109808
AW COMPUTER SYSTEMS  -CL A	001452947
AWARD SOFTWARE INTL INC	001013920
AWARE INC	000845188
AXA SA	001435603
AXAR ACQUISITION CORP	001517672
AXCAN PHARMA INC	001116094
AXCESS INTERNATIONAL INC	000710597
AXENT TECHNOLOGIES INC	001007997
AXESSTEL INC	001092492
AXIA NETMEDIA CORP	000012635
AXIM BIOTECHNOLOGIES INC	001439059
AXIOHM TRANSACTION SOLUTIONS	001050454
AXION VENTURES INC	001104647
AXM PHARMA INC	001113643
AXONYX INC	001070698
AXOVANT SCIENCES LTD	001070698
AXS-ONE INC	001084167
AXSOME THERAPEUTICS INC	001459202
AXT INC	001051627
AXTIVE CORP	001015172
AXXENT INC	001493645
AXYS PHARMACEUTICALS INC	000913056
AYDIN CORP	000008919
AZCAR TECHNOLOGIES INC	001536204
AZTEC ENERGY CORP/UT	001055458
AZTEC TECHNOLOGY PRTNRS INC	001055458
AZUL HOLDINGS INC	000721080
AZUL SA	001432364
AZURE POWER GLOBAL LTD	001269335
AZURRX BIOPHARMA INC	000767850
AZZURRA HOLDING CORP	000935493
B C BANCORP	001452505
B C PACIFIC CAPITAL CORP	001073277
B COMMUNICATIONS LTD	001402606
B M J FINANCIAL CORP	001027151
B-FAST CORP	001307894
BAAN CO NV	000944624
BACK BAY RESTAURANT GRP INC	000883299
BACK YARD BURGERS INC	000901495
BACKSTAGEPLAY INC	0001675845
BACKWEB TECHNOLOGIES LTD	001082064
BACTOLAC PHARMACEUTICAL INC	001581615
BAESA-BUENOS AIRES EMBOTELLO	001324590
BAIDU INC	001537067
BAIRNCO CORP	001228998
BAKBONE SOFTWARE INC	000735993
BAKER BOYER BANCORP	001127752
BALA CYNWYD CORP	000052813
BALCHEM CORP  -CL B	000009326
BALDWIN & LYONS  -CL B	000911471
BALLANTYNE STRONG INC	001318463
BALLARD MEDICAL PRODUCTS	000723534
BALLISTIVET INC	001104594
BALSAM VENTURES INC	001103092
BALTIMORE BANCORP	000751926
BALTIMORE TECHNOLOGIES PLC	001095920
BAM ENTERTAINMENT INC	001132809
BANCFIRST CORP/OK	000760498
BANCINSURANCE CORP	000276400
BANCO CENTRAL HISPANO	001035683
BANCO COMERCIAL PORTUGUES SA	000876842
BANCO DE A EDWARDS SA	001431990
BANCO GALICIA BUENOS AIRES	001093491
BANCO LATINOAMERICANO DE COM	001542175
BANCO SANTANDER CHILE SA	001027552
BANCO SANTANDER SA	001096975
BANCO SANTANDER-CHILE	001096975
BANCOKLAHOMA CORP	001354168
BANCOLOMBIA SA	001071371
BANCORPSOUTH BANK	001295401
BANCTEC INC-REDH	000318378
BANCTRUST FINANCIAL GRP INC	000783739
BANCWEST CORP	001126583
BANGOR HYDRO-ELECTRIC CO	000009548
BANK LOS ANGELES/CA	001106185
BANK MARYLAND CORP	001082771
BANK NEW HAMPSHIRE CORP	001123270
BANK OF AMERICA CORP	001416568
BANK OF COMMERCE SAN DIEGO	000702513
BANK OF GRANITE CORP	000810689
BANK OF HAWAII CORP	001058435
BANK OF MARIN BANCORP	001403475
BANK OF MONTREAL	000890479
BANK OF NEW YORK MELLON CORP	001390777
BANK OF NOVA SCOTIA	001531936
BANK OF PRINCETON	000009634
BANK ONE CORP	001067092
BANK SAN PEDRO CALIF	001522845
BANK SOUTH CAROLINA CORP	001238159
BANK SOUTH CORP	000039394
BANK SOUTHINGTON	000039394
BANK TOKYO-MITSUBISHI	001346956
BANKAMERICA CORP-OLD	000009672
BANKBOSTON CORP	000036672
BANKERS PETROLEUM LTD	001302497
BANKERS TRUST CORP	000009749
BANKNORTH GROUP INC-OLD	000851105
BANKRATE INC	001080866
BANKS OF IOWA	001430429
BANKS.COM INC	001220162
BANNER CORP	000946673
BANPAIS SA   -ADR	001213043
BANYAN MORTGAGE INVEST  -LP	001235282
BANYAN MTG INVESTORS  -LP II	000757245
BANYAN SHORT TERM INCOME TR	000832719
BANYAN STRATEGIC REALTY TR	000812914
BAOZUN INC -ADR	001390628
BAR HARBOR BANKSHARES	000743367
BARBERS HAIRSTYLING FOR MEN	000860851
BARCLAYS AFRICA GROUP LTD	001438799
BARCLAYS PLC	000312069
BARD (C.R.) INC	001221976
BARGO ENERGY CO	000051072
BARINGTON/HILCO ACQ CORP	001573040
BARNETT BANKS INC	000010012
BARNETT INC	000898172
BARR PHARMACEUTICALS INC	000010081
BARRA INC	001196111
BARRACUDA NETWORKS INC	001348334
BARRETT RESOURCES CORP	000351993
BARRINGTON PETROLEUM LTD	001377996
BARRISTER GLOBAL SVCS NTWK	000754128
BASE TEN SYSTEMS  -CL A	001291974
BASIC PETROLEUM INTL LTD	000817125
BASIN EXPLORATION INC	000827795
BASIN INDUSTRIES INC	001204686
BASIS100 INC	001175383
BAUSCH & LOMB HLDGS  -REDH	001238190
BAXALTA INC	001369254
BAXTER INTERNATIONAL INC	000010456
BAY AREA BANCSHARES	000701153
BAY NETWORKS INC	001256668
BAY VIEW CAPITAL CORP	000840387
BAYBANKS INC	000010497
BAYCORP HOLDINGS CORP	001049056
BAYER SCHERING PHARMA AG	001022057
BAYERISCHE HYPO- & VEREINSBK	001074565
BAYLAKE CORP	000275119
BAYMARK TECHNOLOGIES INC	001544475
BAYOU CITY EXPLORATION INC	001131378
BAYOU STEEL CORP  -CL A	001367941
BAYPORT RESTAURANT GP	001383734
BAYTEX ENERGY CORP	001191335
BAZAARVOICE INC	001330421
BAZI INTERNATIONAL INC -OLD	001236272
BB LIQUIDATING INC	001540072
BB&T CORP	001616364
BB&T FINANCIAL CORP	000013839
BBMF CORP	001095821
BBN CORP	000013021
BBVA	001415586
BBVA BANCO FRANCES SA	000913059
BBVA COMPASS BANCSHARES INC	001002806
BCB FINANCIAL SERVICES CORP	001392882
BCE INC	000718940
BCE MOBILE COMMUNICATIONS	001023403
BDM INTERNATIONAL INC	001365698
BE FREE INC	001084866
BE INC	000895921
BEA SYSTEMS INC	001031798
BEACON PROPERTIES CORP	000920114
BEAM INC	001381311
BEAR CREEK ENERGY LTD	001313562
BEARD CO	001199053
BEAU CANADA EXPLORATION-CL A	001328648
BEAZER HOMES USA INC	000915840
BECKMAN COULTER INC	000840467
BECTON DICKINSON & CO	000010795
BEDFORD PROPERTY INVESTORS	001255083
BEI MEDICAL SYSTEMS CO INC	001504160
BEIGENE LTD  -ADR	001475739
BELAIR ENERGY CORP	001196951
BELCO OIL & GAS CORP	000889005
BELDEN & BLAKE CORP	000010975
BELL ALIANT REGL COMM INC	001616553
BELL CABLEMEDIA PLC  -ADR	001435562
BELL CANADA	000225090
BELL CANADA INTL INC	000225090
BELL EARTH SCIENCES	001222516
BELL INDUSTRIES INC	001577664
BELL NORDIQ INCOME FUND	000075439
BELLATOR EXPLORATION INC	001390118
BELLATRIX EXPLORATION LTD	001396610
BELLEROPHON THERAPEUTICS INC	001558956
BELLICUM PHARMACEUTICALS INC	001358403
BELLSOUTH CORP	000815474
BELLSOUTH TELECOMMUNICATIONS	000732713
BELLUS HEALTH INC	001198715
BELMONT BANCORP	000726294
BELO CORP  -SER A COM	000356080
BELVEDERE CORP	001300156
BENCHMARK BANKSHARES INC	001514555
BENCHMARQ MICROELECTRONICS	000836902
BENDA PHARMACEUTICAL INC	001246649
BENEDEK COMMUNICATIONS CORP	001017522
BENEFICIAL CORP	000008960
BENEFITFOCUS INC	001127941
BENGAL ENERGY LTD	001370798
BENGUET CORP	000011290
BENIHANA INC	000935226
BENNETT PETROLEUM CORP	001108976
BENSON FINANCIAL CORP	000927717
BENTLEY PHARMACEUTICALS	001610089
BENTLEY SYSTEMS INC  -REDH	001031308
BENTON RESOURCES INC	001417801
BENZ ENERGY INC	001613039
BERENS ENERGY LTD	001270571
BERGEN BRUNSWIG CORP  -CL A	000011454
BERKANA ENERGY CORP	001016053
BERKELEY TECHNOLOGY LTD	000891377
BERKLEY (W R) CORP	001350078
BERKLEY PETROLEUM CORP	001509337
BERKLEY RENEWABLES INC	001509337
BERKSHIRE BANCORP INC-OLD	000759718
BERKSHIRE HATHAWAY	000317406
BERKSHIRE INCOME REALTY INC	001178862
BERKSHIRE REALTY CO INC	001461632
BERLITZ INTERNATIONAL INC	000856529
BERRY PETROLEUM  -CL A	001433373
BERTUCCIS INC	000874971
BEST BUY CO INC	000764478
BEST INC ADS	001452694
BEST PACIFIC RESOURCES LTD	001345877
BEST SOFTWARE INC	001043431
BET HOLDINGS INC  -CL A	000879306
BETHLEHEM RESOURCES CORP	001306364
BETHLEHEM STEEL CORP	001306364
BEVERLY BANCORPORATION INC	000011913
BEVERLY FINANCIAL INC  -REDH	000872393
BEVERLY NATIONAL CORP	001142648
BEXIL CORP	001023714
BEYOND.COM CORP	001617590
BEYONDSPRING INC	001599413
BFX HOSPITALITY GROUP	001564762
BGS SYSTEMS INC	000718976
BHC COMMUNICATIONS  -CL A	001266988
BHC FINANCIAL INC	000885273
BHP BILLITON GROUP (AUS)	001226485
BIACORE INTL AB	001026658
BICAPITAL CORP  -REDH	001395689
BIG HEART PET BRANDS	001259045
BIG SKY TRANSPORTATION	001441362
BIGBAND NETWORKS INC	001122524
BIGLARI HOLDINGS INC	001334429
BIGMAR INC	001012466
BIGSTAR ENTERTAINMENT INC	001441362
BINDLEY WESTERN INDS	001187726
BINDVIEW DEVELOPMENT CORP	001061646
BIO ELECTRO SYSTEMS  -CL A	001197404
BIO PLEXUS INC	000865532
BIO-LOGIC SYSTEMS CORP	000899049
BIO-MEDICUS INC	001207830
BIO-ONE CORP	001562529
BIO-PLEXUS INC	001416107
BIO-RAD LABORATORIES INC	001416107
BIO-TECHNE CORP	001516848
BIOANALYTICAL SYSTEMS INC	000720154
BIOBLAST PHARMA LTD	001386204
BIOCARDIA INC	001451980
BIOCRAFT LABORATORIES INC	000763043
BIOCRYST PHARMACEUTICALS INC	000882796
BIODELIVERY SCIENCES INTL	001103021
BIOENVISION INC	001028205
BIOETHICS LTD	000894560
BIOGEN INC	000714655
BIOGEN INC-OLD	000714655
BIOHAVEN PHRMCUTCL HLD	001592917
BIOJECT MEDICAL TECHNOLOGIES	001472658
BIOLIFE SOLUTIONS INC	000834365
BIOMATRIX INC	000747952
BIOMEDICAL DYNAMICS CORP	001475114
BIOMETRICS SECURITY TECH INC	001393141
BIOPHARMX CORP	001504167
BIOPSYS MEDICAL INC	001010917
BIORELIANCE CORP	001036629
BIOSANTE PHARMACEUTICALS-OLD	001023024
BIOSCRYPT INC	001321299
BIOSEARCH MEDICAL PRODS INC	001348278
BIOSECURE CORP	000856979
BIOSPECIFICS TECHNOLOGIES CP	000875622
BIOSTAGE INC	001456022
BIOSTEM US CORP	001455380
BIOSURFACE TECHNOLOGY INC	001156963
BIOSYENT INC	001546022
BIOTECH PRODS SRVCS RESEARCH	001384066
BIOTECHNICA INTL INC	000715374
BIOTIME INC	000876343
BIOVERATIV INC	001169025
BIOVERIS CORP	001264899
BIOXEL PHARMA INC	001479314
BIRCHCLIFF ENERGY LTD	001206745
BIRMINGHAM STEEL CORP	000779334
BIRTCHER MEDICAL SYSTEMS	001480718
BISHOP INC	001431294
BISYS GROUP INC	000883587
BITAUTO HOLDINGS LTD  -ADR	001499781
BITECH PETROLEUM CORP	001616874
BITSTREAM INC  -CL A	001577339
BIZNESSONLINE.COM INC	001080449
BKC SEMICONDUCTORS INC	000889155
BKF CAPITAL GROUP INC	000009235
BKLA BANCORP	000716615
BLACK BOX CORP	000849547
BLACK BOX INC	000849547
BLACK DOME ENERGY CORP	000316704
BLACK HILLS CORP	001454422
BLACK RIVER PETROLEUM-OLD	001479000
BLACK STONE MINERALS LP	001072125
BLACKBAUD INC	001280058
BLACKBERRY LTD	001070235
BLACKBOARD INC	001106942
BLACKCRAFT CULT INC	001518075
BLACKHAWK BANCORP INC	000857853
BLACKHEATH RESOURCES INC	001353661
BLACKLINE INC	001511038
BLACKPEARL RESOURCES INC	001602496
BLACKPOLL FLEET INTL INC	001310632
BLACKROCK INC	000760559
BLACKROCK VENTURES INC	000355916
BLACKSTONE GROUP LP	001393818
BLACKSTONE MORTGAGE TR INC	001597523
BLACKSTONE VALLEY ELECTRIC	001521050
BLADELOGIC INC	001175685
BLAIR CORP	000071525
BLAZE SOFTWARE INC	001103088
BLINI HUT INC	000943912
BLONDER TONGUE LABS INC	001000683
BLUE APRON HOLDNG INC	001161327
BLUE BIRD CORP -OLD	000889469
BLUE BUFFALO PET PRODUCTS	001427180
BLUE CAP REINSURANCE	001372011
BLUE COAT SYSTEMS INC	001095600
BLUE MARTINI SOFTWARE INC	001077814
BLUE MOUNTAIN ENERGY LTD	001179314
BLUE RANGE RESOURCE  -CL A	001424305
BLUE RIDGE MOUNTAIN RESOURCE	001156783
BLUE WAVE SYSTEMS INC	000949587
BLUE ZONE INC	001107749
BLUEBIRD BIO INC	001273014
BLUEFLY INC	001030896
BLUEPHOENIX SOLUTIONS LTD	001029581
BLUEPOINT DATA INC	001029581
BLUEPRINT MEDICINES CORP	001597264
BLUEROCK RESIDENTIAL GROWTH	001476164
BLUESTAR HEALTH INC	001442236
BLUESTONE SOFTWARE INC	001039242
BMB MUNAI INC -OLD	000924805
BMC SOFTWARE INC	000835729
BMP SUNSTONE CORP	001281696
BMR FINANCIAL GROUP INC	001399604
BMW GROUP	001136586
BNCCORP INC	000945434
BNH BANCSHARES INC	000764205
BNP PARIBAS	001341427
BNP RESIDENTIAL PROPERTIES	001046287
BNT LTD  -CAP SHS	000015511
BOARDWALK REAL ESTATE TRUST	001262943
BOATMENS BANCSHARES INC	001036502
BOATMENS SUNWEST INC	000230072
BOE FINANCIAL SERVICES VA	001109848
BOGEN COMMUNICATIONS INTL	000908517
BOJANGLES' INC	001344712
BOK FINANCIAL CORP	001264404
BOLT TECHNOLOGY CORP	000354655
BONAVISTA ENERGY CORP	001004552
BONE CARE INTERNATIONAL INC	001009405
BONNEVILLE PACIFIC CORP	000795182
BONTERRA ENERGY CORP	001324224
BOOK4GOLF.COM CORP	001234889
BOOLE & BABBAGE INC	000734394
BOOZ ALLEN HAMILTON HLDG CP	000013222
BORDEN CHEM&PLAST  -LP COM	001195566
BORDERFREE INC	001207071
BOREL BK & TR CO SAN MATEO	001294660
BORLAND SOFTWARE CORP	000853273
BOS BETTER ONLINE SOLUTIONS	001454898
BOSTON CHICKEN INC	000894751
BOSTON PRIVATE FINL HOLDINGS	000821127
BOSTON PROPERTIES INC	001037540
BOSTON RESTAURANT ASSOC INC	001479294
BOSTON SCIENTIFIC CORP	000885725
BOSTON TECHNOLOGY INC	000771470
BOTTOMLINE TECHNOLOGIES INC	001380992
BOULDER BRANDS INC	000721693
BOULDER ENERGY LTD	001538355
BOULEVARD ACQUISITION CP II	001122108
BOULEVARD BANCORP	000892994
BOUNDARY CREEK RES LTD	001442199
BOUNTY GROUP INC	000810674
BOVIE MEDICAL CORP	000719135
BOW ENERGY LTD	001266513
BOW VALLEY ENERGY INC	001578964
BOW VALLEY ENERGY LTD	001578964
BOX INC	001372612
BOX WORLDWIDE INC	000803266
BOXLIGHT CORP	001201852
BOYKIN LODGING CO	001015859
BP PLC	000313807
BPI ENERGY HOLDINGS INC	001273292
BPP LIQUIDATING TRUST	000805730
BRADESCO BANCO	001561448
BRADLEY PHARMACEUTICL  -CL A	000864268
BRADLEY REAL ESTATE INC	000013777
BRADMAR PETROLEUM CORP	001178371
BRAEBURN PHARMTICL INC-REDH	001593438
BRAEVAL MINING CORP -OLD	001323727
BRAINTECH INC	001015715
BRANDMAKERS INC	001098200
BRANDPARTNERS GROUP INC	000798600
BRANDS SHOPPING NETWORK INC	001137031
BRANDT TECHNOLOGIES INC	000896771
BRANDYWINE REALTY TRUST	000790816
BRANIFF INC	001331279
BRASILAGRO CIA BRAS DE PROP	001499849
BRASSIE GOLF CORP  -OLD	000916184
BRAZILIAN GOLD CORP	001520004
BRC HOLDINGS INC	000205219
BRE PROPERTIES INC	001557566
BRE SELECT HOTELS CORP	001566445
BREAKAWAY SOLUTIONS INC	001076643
BREAKWATER RESOURCES LTD	000782875
BREK ENERGY CORP	001095070
BRENTON BANKS INC	000014060
BRIACELL THERAPEUTICS CORP	000065231
BRIDGE BANCORP INC	000846617
BRIDGELINE DIGITAL INC	001464484
BRIDGES TRANSITIONS INC	001405314
BRIGHAM EXPLORATION CO	001034755
BRIGHT SCHOLAR EDU-ADR	001509973
BRIGHTCOVE INC	001313275
BRIGHTHOUSE FINANL INC	000000000
BRIGHTHOUSE LIFE INSURNCE CO	001425901
BRIGHTSTAR INFO TECH GRP INC	001299325
BRILLIAN CORP	001232229
BRILLIANCE CHINA AUTOMOTIVE	001232229
BRILLIANT DIGITAL ENTMT INC	001022844
BRILLIANT TECHNOLOGIES CORP	001089210
BRILUND LTD	001221830
BRINKER INTL INC	000703351
BRIO SOFTWARE INC	001056294
BRISTOL RESEARCH CORP	001275876
BRISTOL RETAIL SOLUTIONS INC	001016657
BRISTOL-MYERS SQUIBB CO	001272957
BRITE VOICE SYSTEMS INC	000852637
BRIXMOR OPERATING PRTNRS LP	001216392
BRIXMOR PROPERTY GROUP INC	001216392
BRIXTON ENERGY CORP	001581068
BRL ENTERPRISES INC	000013824
BROAD NATIONAL BANCORP	001518780
BROADBAND WIRELESS INTL CORP	000012388
BROADBASE SOFTWARE	001276404
BROADCAST INTERNATIONAL INC	001367516
BROADCAST INTL INC/VT	001367516
BROADCAST.COM INC	001240390
BROADCASTER INC	000814929
BROADCOM CORP	001054374
BROADRIDGE FINANCIAL SOLUTNS	001383312
BROADSOFT INC	001086909
BROADVIEW INSTITUTE INC	000073048
BROADVISION INC	000920448
BROCADE COMMUNICATIONS SYS	001106564
BROCK EXPLORATION CORP	000014399
BRODERBUND SOFTWARE INC	001340543
BROKAT TECHNOLOGIES AG	001071486
